Event,Fit,Age,Height,Weight,Country,Previously Placed
Athletics Women's Marathon,0.9388888888888889,0.18191945046053992,0.07925164864498098,0.060566244794336976,0.6180701063541926,0.060192549745949585
"Equestrianism Mixed Three-Day Event, Individual",0.9265536723163842,0.32299539157386775,0.14160005292705763,0.050054313543627584,0.42379678894039924,0.06155345301504769
Athletics Women's Triple Jump,0.88,0.17059517518828302,0.12418984734366796,0.07896451306486708,0.44661644808653705,0.17963401631664488
Rowing Women's Lightweight Double Sculls,0.8461538461538461,0.25224901439567077,0.10042257560314957,0.04646641185900662,0.5099758431471634,0.09088615499500981
Athletics Women's 400 metres Hurdles,0.863013698630137,0.25233842062097234,0.09058794369816882,0.0685989088914824,0.5291263377090398,0.0593483890803367
Rowing Men's Lightweight Coxless Fours,0.8481012658227848,0.16592398435116337,0.042781817151075444,0.0017393083165603337,0.7585671225026646,0.03098776767853632
"Canoeing Men's Kayak Fours, 1,000 metres",0.7945945945945946,0.19141492083903264,0.11149970818603697,0.053504881709964834,0.5710241279908305,0.07255636127413517
"Equestrianism Mixed Jumping, Individual",0.9419642857142857,0.34425121410051673,0.11790611860664246,0.05840787207198857,0.4225193203910653,0.0569154748297868
"Equestrianism Mixed Jumping, Team",0.729064039408867,0.26067725585215684,0.12008165534575108,0.05966951683753823,0.5088373545378818,0.05073421742667211
"Cycling Men's Mountainbike, Cross-Country",0.9295774647887324,0.3000159547339389,0.17041257765635617,0.02816804852036153,0.3676351727641831,0.13376824632516018
Sailing Men's Windsurfer,0.8714285714285714,0.26939916812074954,0.07770117824152695,0.023630722552257292,0.5843211259951836,0.044947805090282573
Swimming Men's 100 metres Butterfly,0.9191176470588235,0.22413164812093034,0.0995359453869046,0.05263757422161664,0.5309397327985167,0.09275509947203182
Athletics Women's 20 kilometres Walk,0.8783783783783784,0.20587622043541703,0.07751970812724111,0.042683588286813644,0.6140590718953347,0.05986141125519349
Boxing Men's Heavyweight,0.6724137931034483,0.18363341973754177,0.10987467328162848,0.08290467155461108,0.5794906263195969,0.04409660910662186
Swimming Women's 200 metres Butterfly,0.9024390243902439,0.2268009024987985,0.13745548761884818,0.11617759236677161,0.38113246637908366,0.13843355113649808
Swimming Men's 400 metres Individual Medley,0.875,0.21860049085480449,0.12007427261270544,0.0855086534934957,0.46122044712653815,0.11459613591245608
Judo Women's Lightweight,0.7837837837837838,0.2662250506885316,0.0759727927007111,0.07308192392999235,0.5387296768065093,0.045990555874255726
"Canoeing Men's Canadian Singles, 1,000 metres",0.7592592592592593,0.25779392374993026,0.10010753822281428,0.07157437486075992,0.47562112694548125,0.09490303622101423
Judo Women's Half-Heavyweight,0.6764705882352942,0.21184475403013542,0.08045010246205404,0.0,0.6526169333930911,0.05508821011471951
"Canoeing Women's Kayak Singles, Slalom",0.8205128205128205,0.24967076816050573,0.08155944021344094,0.06687316820252626,0.5231367490071207,0.07875987441640642
Weightlifting Men's Lightweight,0.8717948717948718,0.2383217635863365,0.07860920082180428,0.009396091400222741,0.6303291346337287,0.04334380955790773
"Fencing Women's epee, Individual",0.9444444444444444,0.2892345071419235,0.12335683284868768,0.06537595109057809,0.4457857244551602,0.07624698446365054
Judo Women's Half-Middleweight,0.6842105263157895,0.24727269127958648,0.07473261834108637,0.028229049737706565,0.5161729081391039,0.13359273250251663
"Wrestling Men's Featherweight, Freestyle",0.7466666666666667,0.22761837908264365,0.0841694690663911,0.04803295203548037,0.5926448591644756,0.0475343406510092
Weightlifting Women's Featherweight,0.7333333333333333,0.2902362006680495,0.04745507672727747,0.0,0.5533887302637676,0.10891999234090538
"Wrestling Men's Welterweight, Greco-Roman",0.7878787878787878,0.18278452941166437,0.09833129446563219,0.03513156469230791,0.6317828783005394,0.051969733129856255
Swimming Men's 200 metres Freestyle,0.9202898550724637,0.1748249813255277,0.08680975929874826,0.12698298965257077,0.4699988727300268,0.1413833969931266
Weightlifting Women's Light-Heavyweight,0.6470588235294118,0.2516613861727347,0.09661868132500812,0.05532392275742815,0.5412437631768473,0.05515224656798177
"Shooting Men's Free Pistol, 50 metres",0.8709677419354839,0.2914483612242309,0.12340100659391191,0.07773823036991,0.4161728928509222,0.09123950896102494
Judo Men's Half-Heavyweight,0.7837837837837838,0.21261312490880707,0.10473232847837134,0.052413321410678664,0.5962621262621837,0.03397909893995927
"Wrestling Men's Super-Heavyweight, Greco-Roman",0.7272727272727273,0.2480799454032909,0.08839598583564043,0.09061304644687132,0.4901371535448093,0.082773868769388
"Canoeing Men's Kayak Singles, 1,000 metres",0.8227848101265823,0.28824998982834277,0.0855570776596136,0.09237596337899426,0.4735666079193696,0.060250361213679805
"Athletics Women's 1,500 metres",0.9175257731958762,0.1931876441797086,0.09647726610351305,0.0473906521072746,0.6256494368562147,0.037295000753288954
"Equestrianism Mixed Dressage, Individual",0.9236641221374046,0.29254834356276277,0.13373540916032584,0.08103492160500526,0.40117827292355324,0.09150305274835292
Judo Men's Heavyweight,0.8428571428571429,0.13821788668365326,0.10209548847087148,0.10339338750404228,0.5596151824023379,0.09667805493909515
Tennis Men's Doubles,0.8360655737704918,0.2164350774745624,0.11692713635642264,0.05383778212304899,0.5697578945897285,0.04304210945623743
Taekwondo Men's Heavyweight,0.8421052631578947,0.2388526875883478,0.16869890083279812,0.10834537509172228,0.42498371064306506,0.05911932584406683
Boxing Men's Light-Flyweight,0.7721518987341772,0.2149922522307931,0.06959802553088687,0.0011832167986461067,0.6161340636240792,0.09809244181559476
"Athletics Men's 5,000 metres",0.8842105263157894,0.22625467766675175,0.11495847134910515,0.06369942787775183,0.5170781401944886,0.07800928291190254
"Athletics Men's 10,000 metres",0.8546511627906976,0.21582197515893722,0.12706285589733485,0.04885811059281504,0.5446513929171981,0.0636056654337147
"Wrestling Men's Light-Heavyweight, Greco-Roman",0.7301587301587301,0.19297999148012632,0.11213546792199604,0.025148146861889407,0.6327356883496182,0.03700070538636998
Weightlifting Men's Middle-Heavyweight,0.8082191780821918,0.18170357216140956,0.0490318507234401,0.016865935276382187,0.5100110770151068,0.2423875648236613
"Shooting Men's Air Pistol, 10 metres",0.9523809523809523,0.28598170710797083,0.09365068575806108,0.07878475883985972,0.42510023798446467,0.11648261030964384
Judo Men's Lightweight,0.8850574712643678,0.19009084275797988,0.07014911049241543,0.03836462614005308,0.659390959443441,0.042004461166110736
Sailing Men's One Person Dinghy,0.8793103448275862,0.22511148611092816,0.07261274321573195,0.0838253013227123,0.5767322506151384,0.041718218735489206
Sailing Women's One Person Dinghy,0.8235294117647058,0.26077409037682564,0.1085460384242231,0.054775436742592165,0.5199926992041757,0.05591173525218341
Triathlon Women's Olympic Distance,0.9545454545454546,0.22965229755710923,0.11756439452180499,0.025104926680221747,0.5937633386080007,0.03391504263286346
"Wrestling Men's Middleweight, Freestyle",0.8333333333333334,0.21912636984672593,0.09617545824178086,0.05096678929027891,0.5968678488852318,0.0368635337359825
Rowing Men's Single Sculls,0.8831168831168831,0.19226766393736394,0.10254789753847941,0.08439582380554177,0.45842647049183116,0.16236214422678377
Judo Women's Heavyweight,0.8787878787878788,0.1558084076148322,0.07917187673863314,0.13164498439706782,0.4939284263947645,0.13944630485470244
Rowing Men's Lightweight Double Sculls,0.7931034482758621,0.2187069933508528,0.09089761361193323,0.0007169100074029509,0.6131959313711073,0.07648255165870373
Tennis Men's Singles,0.9206349206349206,0.20564195245430858,0.164972769946419,0.10021851562475086,0.4928226461054503,0.03634411586907116
"Athletics Women's 5,000 metres",0.8947368421052632,0.20748038416146397,0.07498074701813028,0.15632606923775547,0.33829931833803933,0.2229134812446109
Athletics Women's 800 metres,0.8991596638655462,0.22882900687836039,0.10200628675044424,0.06524790316166076,0.5235279903756408,0.08038881283389382
"Wrestling Men's Heavyweight, Freestyle",0.7540983606557377,0.2201986519292422,0.10429416548322357,0.06149819098571668,0.5436486386489344,0.07036035295288319
Shooting Women's Skeet,0.7619047619047619,0.34495726150775885,0.08088249917593592,0.1998549496263159,0.30206114426986347,0.07224414542012578
Cycling Men's Sprint,0.8947368421052632,0.23915749519495424,0.11140690983428035,0.06788039825239174,0.4312030994636145,0.150352097254759
Taekwondo Women's Flyweight,0.7894736842105263,0.2578756041926171,0.0750349066583495,0.0,0.6433200345531167,0.02376945459591675
Beach Volleyball Men's Beach Volleyball,0.8840579710144928,0.21152955971608636,0.16881255585396812,0.08540303230785311,0.4898777078021743,0.04437714431991815
Weightlifting Men's Heavyweight,0.7346938775510204,0.2837254421774475,0.08340238457164274,0.10847402870636216,0.5068025016076045,0.017595642936942997
Boxing Men's Super-Heavyweight,0.7096774193548387,0.1878815806833401,0.14453383577863885,0.10305386703124633,0.5343214388443999,0.030209277662374717
Taekwondo Men's Flyweight,0.7368421052631579,0.22706291677855855,0.1255819786065364,0.13220880167481125,0.5029050199918481,0.012241282948245795
Taekwondo Men's Welterweight,0.7,0.1725418096313432,0.17708606930339948,0.03605733216403583,0.5412608819668423,0.07305390693437915
Cycling Men's Individual Time Trial,0.8571428571428571,0.21217094519749874,0.12851966396308487,0.040185362192828686,0.5682189244794482,0.05090510416713958
Rowing Men's Coxless Pairs,0.7788461538461539,0.21321054112896745,0.12978314929381424,0.06777198030410037,0.5478687515210555,0.04136557775206226
Tennis Mixed Doubles,0.9375,0.2835680669590746,0.1144474317433181,0.09049289281326242,0.45314997651629046,0.05834163196805446
"Equestrianism Mixed Dressage, Team",0.8061224489795918,0.2511866175702518,0.11731861498292198,0.09810392226117355,0.4749351582744089,0.058455686911243795
"Athletics Men's 3,000 metres Steeplechase",0.9054054054054054,0.20049220655131683,0.08279405610749783,0.04687466313532641,0.6087088523241648,0.061130221881694126
Taekwondo Men's Featherweight,0.7894736842105263,0.1265643589192992,0.07841958402783553,0.023045241265203787,0.5886826864723942,0.18328812931526722
"Equestrianism Mixed Three-Day Event, Team",0.7857142857142857,0.2562166199199139,0.10974127388189324,0.0495948405628756,0.5256665390071064,0.05878072662821089
Athletics Men's 4 x 400 metres Relay,0.827683615819209,0.15496687886410612,0.08252889108560307,0.03835477613938881,0.6889586039952695,0.035190849915632566
Weightlifting Men's Super-Heavyweight,0.775,0.20784188083494226,0.10756704690188465,0.1922981906836758,0.42013638097395306,0.0721565006055443
