Event,Fit,Age,Height,Weight,Country,Previously Placed
"Cycling Men's Road Race, Individual",0.98,0.2745086240752908,0.12207945039729595,0.037017150197268804,0.5476115871008861,0.018783188229258403
Badminton Men's Doubles,0.8493150684931506,0.17853813536379523,0.13447273466458637,0.07263512559600487,0.48274573342801735,0.13160827094759614
Athletics Men's 20 kilometres Walk,0.9415584415584416,0.2694473594002749,0.1496225395598989,0.0628466820600186,0.469015700449441,0.04906771853036658
Archery Women's Individual,0.9432624113475178,0.24617218624301931,0.07839248826538137,0.0542334568943164,0.5883309739098405,0.03287089468744254
Archery Women's Team,0.6986301369863014,0.2517536931233779,0.0899792428649311,0.06797168696258984,0.5470015666626835,0.04329381038641766
Weightlifting Women's Heavyweight,0.6470588235294118,0.37391558514526746,0.08284759772086654,0.007144317339470912,0.44714730164767813,0.08894519814671713
Rowing Women's Double Sculls,0.6862745098039216,0.2294619077040692,0.09445110548172658,0.05205183409526169,0.5368039423761202,0.08723121034282245
Rowing Women's Coxed Eights,0.6756756756756757,0.22780472921516062,0.09051347624380959,0.048786903491015485,0.5370907007582502,0.09580419029176411
Rowing Women's Quadruple Sculls,0.7741935483870968,0.21791965355015777,0.09961818132835408,0.039300573650776535,0.5864749524795939,0.05668663899111777
Athletics Women's Discus Throw,0.8811881188118812,0.24086244996342238,0.12223758207107559,0.12209879568646573,0.4453394561696707,0.06946171610936565
Athletics Men's Triple Jump,0.9006211180124224,0.24038209711496475,0.11423980309596216,0.08190495153970692,0.4906368990661021,0.0728362491832642
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.9135802469135802,0.2643129473378603,0.09624261893812666,0.10167161840716142,0.4914515323779026,0.046321282938948986
Diving Men's Synchronized Platform,0.55,0.2689388277065418,0.1283745226614902,0.11078375666021097,0.4210703246194768,0.07083256835228022
Diving Men's Springboard,0.8627450980392157,0.23121983954729147,0.1193033955867766,0.03879842127786601,0.4316735755413608,0.17900476804670512
Diving Men's Synchronized Springboard,0.8,0.2906292839087711,0.10890929213764161,0.04481027877855938,0.4838072608319515,0.07184388434307647
Swimming Women's 400 metres Freestyle,0.9074074074074074,0.2594412783946231,0.1106119026649372,0.06630277100799845,0.5004764828174445,0.06316756511499684
Modern Pentathlon Men's Individual,0.9285714285714286,0.20016968386853062,0.1267352750583619,0.04126653208287015,0.577923835803144,0.05390467318709346
Swimming Men's 100 metres Freestyle,0.9040404040404041,0.19516884754113226,0.12894034134141127,0.06393288722841514,0.5402354897831044,0.07172243410593684
Athletics Women's Javelin Throw,0.9428571428571428,0.26225828423328906,0.12333908502403884,0.04241753375258022,0.4747381193170656,0.09724697767302629
Swimming Men's 200 metres Breaststroke,0.9090909090909091,0.2658849441392648,0.11639254109007506,0.0515026227884981,0.5026957739426662,0.06352411803949594
Synchronized Swimming Women's Team,0.6336633663366337,0.19882347820305202,0.09318506794736309,0.038273848709095226,0.5814999508245778,0.08821765431591186
Athletics Men's Decathlon,0.8357142857142857,0.23402919980352993,0.09574202207217261,0.06742081348299832,0.5294715772597282,0.07333638738157099
"Wrestling Men's Middleweight, Greco-Roman",0.7878787878787878,0.20517581355816453,0.10999698301922198,0.07825353825509686,0.5738238566891227,0.03274980847839403
Swimming Women's 4 x 100 metres Freestyle Relay,0.8309859154929577,0.14467773075324014,0.07488744918094142,0.04870465368715437,0.6842375190866393,0.04749264729202482
Handball Women's Handball,0.7864768683274022,0.16370518861899977,0.07276717134732215,0.03972481536396591,0.682989908725074,0.040812915944638165
Diving Men's Platform,0.8571428571428571,0.2500947814969083,0.10279729573424372,0.04621599402865795,0.44295126784455324,0.1579406608956369
Athletics Men's Shot Put,0.8682170542635659,0.23548280209946698,0.08631972914920548,0.13849587029654822,0.47571403967946563,0.0639875587753137
"Fencing Men's Foil, Team",0.7701149425287356,0.24437867341913105,0.07943557851907027,0.044020515793452564,0.5717573650331582,0.060407867235187845
Gymnastics Women's Floor Exercise,0.9652777777777778,0.2011226928904668,0.19045514725821114,0.05614183956673809,0.45066478341092264,0.1016155368736613
Shooting Men's Skeet,0.95,0.3147570019913252,0.08491651850754423,0.06569303618804535,0.47909891903380164,0.05553452427928361
Shooting Women's Trap,0.7916666666666666,0.32290990114531276,0.15796809162447328,0.129039677289039,0.33910417491636646,0.050978155024808555
Judo Women's Middleweight,0.7567567567567568,0.2705303324879928,0.10776560752094091,0.02329169692162248,0.5375409960147763,0.060871367054667426
"Fencing Men's Sabre, Individual",0.89171974522293,0.36737640512358793,0.0966206064565437,0.07520015497341667,0.42032030144561444,0.040482532000837256
Volleyball Women's Volleyball,0.7754491017964071,0.20417468370809796,0.10489695377638267,0.05101709684754959,0.59141179334354,0.04849947232442993
"Canoeing Men's Canadian Doubles, Slalom",0.74,0.2728899536561874,0.12185900470819742,0.08132730776050286,0.42592175201042637,0.09800198186468606
"Fencing Men's Foil, Individual",0.9310344827586207,0.3130323161674617,0.1320336987808115,0.0693535769865375,0.4270954092072883,0.0584849988579012
Swimming Women's 800 metres Freestyle,0.8181818181818182,0.20553622346476727,0.15526577801733424,0.0510381189120741,0.5148988025705482,0.07326107703527607
Swimming Women's 100 metres Breaststroke,0.9292035398230089,0.21647776355298795,0.11034825603968491,0.05587486443004359,0.5205316299859152,0.0967674859913683
Swimming Women's 200 metres Breaststroke,0.9107142857142857,0.21816833380228154,0.126223895938483,0.05835729762743021,0.5000823878621672,0.09716808476963816
Swimming Men's 100 metres Breaststroke,0.8962962962962963,0.21357286265581613,0.07257581370337114,0.0657580970996808,0.574943015474539,0.07315021106659288
Swimming Men's 4 x 100 metres Medley Relay,0.879245283018868,0.1161375874193988,0.0688425328820452,0.03750015686540024,0.7388522174869778,0.03866750534617802
Table Tennis Women's Singles,0.9557522123893806,0.18857791587911124,0.1301421133075998,0.012752393959264306,0.571707361457952,0.09682021539607263
Athletics Men's Long Jump,0.9132947976878613,0.1618208551764427,0.10919209750424694,0.07698636573583195,0.5918941599816765,0.060106521601802014
Athletics Women's 4 x 400 metres Relay,0.9285714285714286,0.1142545075799014,0.06749615270432589,0.04366363528520204,0.6653660344314843,0.10921966999908636
"Fencing Women's Foil, Individual",0.9230769230769231,0.29016876313343926,0.1465285159576019,0.038178217096562723,0.4672454582797326,0.05787904553266361
Athletics Men's 200 metres,0.9037037037037037,0.22527051757144437,0.1252673357812864,0.04363713706494973,0.5536161300491267,0.05220887953319276
Tennis Women's Singles,0.9322033898305084,0.26751510292198694,0.12620261891328644,0.0635067686155076,0.5073392136619799,0.035436295887239164
Tennis Women's Doubles,0.8807339449541285,0.2749490169157711,0.14405447919884867,0.05214638786932084,0.4527000801445496,0.07615003587150976
Weightlifting Men's Featherweight,0.7887323943661971,0.18153629744041272,0.07431238203843595,0.04012635275845669,0.45376003256846253,0.25026493519423215
Badminton Mixed Doubles,0.8064516129032258,0.24077299637079208,0.13822092806666086,0.08963956793640035,0.4777053146261701,0.053661192999976674
Table Tennis Men's Singles,0.95,0.22773431581222736,0.0819188720757759,0.05305510258792064,0.5219729720121404,0.11531873751193561
"Shooting Women's Air Rifle, 10 metres",0.9157894736842105,0.2902781052418258,0.12210711906951734,0.02466530495739873,0.49399870525609035,0.0689507654751678
"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.9358974358974359,0.3017541476557766,0.12466596892266721,0.041327566327413606,0.47764375545652976,0.05460856163761287
Sailing Women's Windsurfer,0.8409090909090909,0.24237744449326143,0.08641059059243109,0.0366648435348315,0.544791308242946,0.08975581313653004
Athletics Men's Javelin Throw,0.8235294117647058,0.23511478632105182,0.08283283083051572,0.11238362539447881,0.5134010972322529,0.056267660221700794
Modern Pentathlon Women's Individual,0.9024390243902439,0.25009602445649826,0.16200586071462234,0.0697547796496812,0.474930976300587,0.043212358878611176
Swimming Men's 200 metres Individual Medley,0.9099099099099099,0.17432152886937027,0.13715632685994827,0.06378902027661092,0.5112038483836633,0.11352927561040717
Sailing Women's Two Person Dinghy,0.8082191780821918,0.22429828140104147,0.10257154655780516,0.03402436525318535,0.5479691315808984,0.09113667520706947
Diving Women's Platform,0.896551724137931,0.2335800356993801,0.16082728703503682,0.03462708896781591,0.4733684440150312,0.09759714428273605
Diving Women's Synchronized Platform,0.9,0.2232755871487352,0.18351331303574786,0.03505977303861327,0.4572350790064099,0.1009162477704938
Boxing Men's Lightweight,0.8240740740740741,0.16605726598562703,0.06975370583554273,0.025857914564160266,0.6398772482792776,0.09845386533539242
"Cycling Women's Road Race, Individual",0.9354838709677419,0.3022039941048192,0.11957602616237768,0.0575879902071129,0.4760318227325177,0.044600166793172656
Weightlifting Women's Middleweight,0.6666666666666666,0.22095811554458794,0.08821326212896502,0.030980823248642462,0.6598477990778044,0.0
Weightlifting Women's Flyweight,0.8823529411764706,0.31952277482821784,0.10745898842446856,0.0,0.5511111103562024,0.021907126391111132
"Wrestling Men's Super-Heavyweight, Freestyle",0.7954545454545454,0.16604677105473178,0.1512636191873334,0.11498000545928161,0.3578504492329288,0.2098591550657244
Sailing Mixed Multihull,0.8354430379746836,0.23976024940941645,0.10669980283772408,0.02724339301131047,0.5616803699046938,0.06461618483685515
Swimming Women's 400 metres Individual Medley,0.8505747126436781,0.1776304565553994,0.1173105610872827,0.09542946906291466,0.5096398942467667,0.09998961904763663
Swimming Women's 200 metres Individual Medley,0.8791208791208791,0.2428722735651328,0.05583102087806898,0.05270160445540081,0.535560564237078,0.1130345368643194
Swimming Women's 100 metres Backstroke,0.9047619047619048,0.23340301114790885,0.11631700593124084,0.052271062029572844,0.5687255342413028,0.02928338664997482
Athletics Men's 110 metres Hurdles,0.8957055214723927,0.1872552014798348,0.08604508218783129,0.05227312154575108,0.586608236420056,0.08781835836652677
Weightlifting Women's Lightweight,0.9,0.2529807910896759,0.12668253526283468,0.017554597005105206,0.5205550953670774,0.08222698127530677
Gymnastics Men's Individual All-Around,0.9612903225806452,0.2784711458531727,0.0824134794577454,0.046256042598985546,0.4882004168475259,0.10465891524257058
Gymnastics Men's Team All-Around,0.8622047244094488,0.180911896894419,0.07451697213060059,0.055648578810666025,0.636709595485774,0.05221295667854038
Gymnastics Men's Floor Exercise,0.973421926910299,0.24864628758617532,0.05735275073450034,0.03906726164469692,0.5881977388749152,0.06673596115971232
Gymnastics Men's Parallel Bars,0.9701986754966887,0.2565388767669694,0.09370696171766282,0.04034049043197406,0.5232564728884052,0.08615719819498854
Gymnastics Men's Horizontal Bar,0.9602649006622517,0.266401212437947,0.058148070623073075,0.06799309504676229,0.5196385898937776,0.08781903199844
Gymnastics Men's Rings,0.9632107023411371,0.2754383486695486,0.07157680380390494,0.030973399144164075,0.5416209667261991,0.08039048165618341
Gymnastics Men's Pommelled Horse,0.9601328903654485,0.24669182893239552,0.13838150418078063,0.03371499286345865,0.5063200876634856,0.07489158635987975
Swimming Men's 200 metres Butterfly,0.9203539823008849,0.23261047667360776,0.1071950642223288,0.05131973705561054,0.5411278322766749,0.06774688977177802
Badminton Women's Doubles,0.8676470588235294,0.19150181731171734,0.09123285503280563,0.07078647346297935,0.5748001086710505,0.07167874552144726
Athletics Men's 400 metres,0.9356060606060606,0.20750943624089577,0.11236026231286138,0.0717805867092035,0.5754678235110898,0.03288189122594957
"Shooting Men's Rapid-Fire Pistol, 25 metres",0.9222222222222223,0.35213375345571446,0.08549645889805031,0.07917360094222857,0.4166893400990172,0.06650684660498946
Athletics Women's 200 metres,0.8950617283950617,0.28723560843362866,0.1130428523857677,0.04609561382430246,0.43263078415621736,0.12099514120008387
Athletics Women's 4 x 100 metres Relay,0.8032786885245902,0.2383012060851347,0.10451264967046064,0.04703098002670405,0.5569523385370008,0.05320282568069974
Taekwondo Women's Heavyweight,0.6666666666666666,0.24231750489304402,0.12367486983269271,0.030310053133165663,0.5492728126525888,0.05442475948850885
"Canoeing Men's Canadian Doubles, 1,000 metres",0.7727272727272727,0.2390985768875686,0.09844003901636487,0.06768745968602709,0.5558754946870954,0.03889842972294399
Swimming Men's 4 x 200 metres Freestyle Relay,0.8438818565400844,0.1441620907814519,0.09677241271680403,0.0563443050939969,0.6238027221664488,0.07891846924129835
Cycling Men's Team Sprint,0.7674418604651163,0.1937443462780392,0.09253201881759719,0.05001612394524038,0.5515892044476584,0.11211830651146497
Swimming Men's 100 metres Backstroke,0.9465648854961832,0.18668991046572042,0.09887209422758093,0.06092195181692266,0.6110737046711477,0.04244233881862821
Swimming Women's 100 metres Freestyle,0.910828025477707,0.27235299021895915,0.09308262786743836,0.055582655938990325,0.5037908094612285,0.07519091651338376
Athletics Men's 400 metres Hurdles,0.8963414634146342,0.19992617719833616,0.0919941605243029,0.042607524139955014,0.6144660340750036,0.05100610406240238
Beach Volleyball Women's Beach Volleyball,0.8656716417910447,0.22097462484861824,0.1253756117650322,0.01780222077558829,0.44778325954657566,0.18806428306418546
"Canoeing Men's Kayak Doubles, 1,000 metres",0.8461538461538461,0.21105985485039566,0.10810192114744724,0.07377914366356277,0.5418207324118234,0.06523834792677097
Rowing Women's Coxless Pairs,0.66,0.23443406711089962,0.08773875943023908,0.05882204696145529,0.5234045651553466,0.09560056134205942
Handball Men's Handball,0.7821100917431193,0.15917181417200418,0.10943767849605913,0.06200769438997632,0.6000503810627964,0.06933243187916391
"Fencing Men's epee, Individual",0.9390862944162437,0.26191143369254594,0.12978323747370316,0.1387026621238125,0.4101396869257556,0.05946297978418298
"Fencing Men's epee, Team",0.8037383177570093,0.2496641753213364,0.08732574561092989,0.06629513862941358,0.5441049998857607,0.052609940552559555
"Swimming Men's 1,500 metres Freestyle",0.8981481481481481,0.22768650145710098,0.17550863897917185,0.06272519634452861,0.46172896685769493,0.07235069636150358
Archery Men's Team,0.8072289156626506,0.2232187211843281,0.07021029944279093,0.0991888761410988,0.5340349013448418,0.07334720188694038
Badminton Women's Singles,0.8955223880597015,0.23553570514193944,0.13672673224175338,0.06806693137798357,0.4889702364079727,0.0707003948303509
Sailing Men's Two Person Dinghy,0.9259259259259259,0.23859074993080143,0.09356844760109925,0.035114165176797496,0.5883785517442965,0.04434808554700541
Swimming Men's 200 metres Backstroke,0.9065420560747663,0.20472832729580898,0.1050228843519476,0.07886060292934127,0.547896104843713,0.06349208057918923
"Canoeing Men's Kayak Singles, Slalom",0.8909090909090909,0.258228489707486,0.08214043967000655,0.018093807138631415,0.5873697654114768,0.05416749807239922
Weightlifting Women's Super-Heavyweight,0.8125,0.18807404749462373,0.1675278815078463,0.24698110742074234,0.3547573971084648,0.04265956646832286
Trampolining Men's Individual,0.6842105263157895,0.29190486376696645,0.09759161040225686,0.06831171750004082,0.4712050073349684,0.07098680099576764
"Canoeing Women's Kayak Fours, 500 metres",0.8631578947368421,0.15155261066740006,0.060731193415321696,0.03591105274130228,0.6610795506415951,0.09072559253438087
Athletics Women's Heptathlon,0.8714285714285714,0.2553870801512556,0.175079393164702,0.06520746805196019,0.4074710141673559,0.09685504446472624
"Athletics Men's 1,500 metres",0.8767123287671232,0.21889857863265688,0.10259212814256422,0.0468150678291556,0.5677313781084564,0.06396284728716695
Athletics Women's 100 metres Hurdles,0.8854166666666666,0.21994532209197076,0.12169640388922132,0.053399748594877366,0.47809951559733727,0.12685900982659334
Shooting Men's Trap,0.8953488372093024,0.2505973734152882,0.09139506905661239,0.1175672845298011,0.44332227508672234,0.09711799791157603
Rowing Women's Single Sculls,0.8,0.19147113993897322,0.08093382213257509,0.014525511954134991,0.5917270695261625,0.12134245644815424
Athletics Men's 800 metres,0.8888888888888888,0.2549642643571686,0.0970602402649509,0.025066702888653467,0.5372966669212356,0.08561212556799144
Gymnastics Men's Horse Vault,0.9619771863117871,0.2710535682192659,0.0962011911885598,0.05646856610125302,0.5279956335375445,0.0482810409533766
"Cycling Men's Team Pursuit, 4,000 metres",0.8037383177570093,0.20294918348935892,0.11099343592828201,0.04609642749815818,0.5688030441357897,0.0711579089484111
Rowing Men's Coxed Eights,0.68561872909699,0.20993298253414863,0.10820041236275903,0.06726676698745351,0.5805631372893393,0.034036700826299615
"Canoeing Men's Canadian Singles, Slalom",0.8947368421052632,0.36064790333196634,0.12195520618727893,0.03934793607607719,0.393381655956913,0.0846672984477646
Cycling Men's Keirin,0.8928571428571429,0.27663336769040003,0.11639353558283544,0.03761607061808896,0.4813088691154462,0.08804815699322946
Athletics Men's Pole Vault,0.8359375,0.2689636367855958,0.10441321643745237,0.0767325290563153,0.5088327591329466,0.041057858587690094
Diving Women's Springboard,0.8279569892473119,0.2308481070001449,0.11212657701149482,0.01803146824957114,0.5258852994408031,0.11310854829798607
Diving Women's Synchronized Springboard,0.8,0.21977504154231747,0.1593572085331227,0.0,0.43075782574727245,0.19010992417728736
Water Polo Women's Water Polo,0.7540983606557377,0.17687330125615544,0.06753734889113229,0.06489953294898759,0.6467112965952921,0.0439785203084325
"Canoeing Women's Kayak Singles, 500 metres",0.8793103448275862,0.27984251973989915,0.10868480738988724,0.049358655050415666,0.4460497351635885,0.11606428265620951
Judo Men's Half-Lightweight,0.7887323943661971,0.13167686962814135,0.05868053649932408,0.005449879689967166,0.7098028613769146,0.09438985280565283
Judo Women's Extra-Lightweight,0.8333333333333334,0.2591728055850958,0.1514095753380803,0.021488552609029137,0.5171639749671925,0.05076509150060226
Athletics Women's 100 metres,0.9120370370370371,0.31797556469421445,0.08568585780524389,0.06448093373924153,0.45639988346776933,0.07545776029353081
"Cycling Women's Mountainbike, Cross-Country",0.9090909090909091,0.26401001540964847,0.13778288485936155,0.021155655903837837,0.49427310069122954,0.08277834313592254
Cycling Women's Individual Time Trial,0.8,0.3565719396129988,0.11182550795712345,0.0703747230359245,0.33823767352516576,0.12299015586878745
Athletics Women's Pole Vault,0.9545454545454546,0.27221336953183384,0.11157617880905671,0.0810644960646542,0.44272143417358,0.09242452142087516
Athletics Women's High Jump,0.8362068965517241,0.2280473210412242,0.10997764720684416,0.05750028342498961,0.5428286772125692,0.06164607111437284
Cycling Women's Sprint,0.7931034482758621,0.27503466992876896,0.08422437903417823,0.07591954654376325,0.47176256544706824,0.09305883904622135
Synchronized Swimming Women's Duet,0.9367088607594937,0.17498993754725164,0.07565660833604358,0.010674907057034083,0.5075189106659311,0.2311596363937396
Rowing Men's Coxless Fours,0.8085106382978723,0.187452592847389,0.09063760701477674,0.05879440812691727,0.6144543716420009,0.04866102036891604
Boxing Men's Bantamweight,0.8165137614678899,0.18649012950380006,0.1303840520839076,0.0015579411048546276,0.6546556146421721,0.026912262665265516
Athletics Women's Hammer Throw,0.9183673469387755,0.25243597757054015,0.09513376032865958,0.08990187459559212,0.40591293841260717,0.15661544909260097
Athletics Women's Long Jump,0.9,0.25890431196918573,0.1289953499886782,0.04974481941174778,0.4921619430368454,0.0701935755935428
Athletics Men's Discus Throw,0.7947019867549668,0.2649092722916844,0.10570906074784334,0.1481044508940408,0.3872862701789841,0.09399094588744743
Judo Men's Half-Middleweight,0.8823529411764706,0.18342944817873838,0.06969433090593061,0.06998466157173187,0.5878724615351119,0.08901909780848731
"Shooting Women's Air Pistol, 10 metres",0.9240506329113924,0.30308807134270466,0.08592123597454401,0.08226683757585863,0.4717370330906909,0.05698682201620179
Swimming Women's 50 metres Freestyle,0.9435483870967742,0.2900422396299461,0.08303163172594555,0.08196923677214192,0.43756037005093973,0.10739652182102669
Boxing Men's Welterweight,0.7476635514018691,0.19250960871726186,0.08577149032914602,0.015270262796382753,0.6665452020782221,0.03990343607898734
"Fencing Women's epee, Team",0.7,0.25840383234625197,0.1392139645505516,0.06318299499694872,0.4759472146209596,0.06325199348528814
Swimming Men's 400 metres Freestyle,0.8897058823529411,0.22450131473918394,0.17852958533635332,0.10029294807330538,0.41687060086581784,0.07980555098533954
Judo Women's Half-Lightweight,0.8378378378378378,0.17710481692500163,0.048092159159537996,0.0,0.6498959416536205,0.12490708226183983
Taekwondo Women's Welterweight,0.6842105263157895,0.19451853018086118,0.06985641396204102,0.041987769735267376,0.6158426510958315,0.07779463502599897
Trampolining Women's Individual,0.7894736842105263,0.3400158953105473,0.10007262330225057,0.00386039194177122,0.49814773733380086,0.057903352111630016
Weightlifting Men's Bantamweight,0.8888888888888888,0.1989552481559568,0.11756044295793779,0.010536612116109097,0.5421688515629532,0.13077884520704314
"Wrestling Men's Welterweight, Freestyle",0.8472222222222222,0.21214844439723507,0.09257074507922146,0.018344886534168298,0.6288383615312728,0.04809756245810239
Taekwondo Women's Featherweight,0.631578947368421,0.24903116412708776,0.14210396568988276,0.002806829038581476,0.5914390870752192,0.014618954069228729
Shooting Men's Double Trap,0.8571428571428571,0.35834586737837704,0.16958109828697643,0.05900639840062763,0.347418260825686,0.06564837510833293
"Canoeing Women's Kayak Doubles, 500 metres",0.8539325842696629,0.2165949092538456,0.07423055235727502,0.04822654883533831,0.5184164493710033,0.14253154018253772
"Wrestling Men's Featherweight, Greco-Roman",0.7183098591549296,0.21614332292596444,0.10290476001580257,0.08162813111287935,0.5431163194405807,0.0562074665047729
Boxing Men's Flyweight,0.8415841584158416,0.20778025794523855,0.07857046377511769,0.0,0.6636060413948992,0.05004323688474464
Boxing Men's Light-Welterweight,0.8095238095238095,0.181521699930757,0.0703641143196669,0.03503763562099425,0.6853194706094803,0.0277570795191016
Rowing Men's Double Sculls,0.8469387755102041,0.2175152637414205,0.13754618986014022,0.07027802078689391,0.5028227677046775,0.0718377579068678
Rowing Men's Quadruple Sculls,0.8099173553719008,0.25248494720894055,0.10416349787411551,0.059497333687563325,0.5448409923315238,0.039013228897856876
